timestamp,porcentaje,angulo_rad,voltaje
1786410972.109,1.4167033433914185,42.00
1786410972.648,1.405421257019043,42.00
1786410973.075,1.405421257019043,42.00
1786410973.277,1.4102563858032227,42.00
1786410973.480,1.3981684446334839,42.00
1786410973.683,1.4094505310058594,42.00
1786410973.885,1.411062240600586,42.00
1786410974.088,1.4078388214111328,42.00
1786410974.627,1.4102563858032227,42.00
1786410975.165,1.411062240600586,42.00
1786410975.472,1.4118680953979492,42.00
1786410975.675,1.4102563858032227,42.00
1786410975.878,1.411062240600586,42.00
1786410976.080,1.4094505310058594,42.00
1786410976.284,1.411062240600586,42.00
1786410976.487,1.418315052986145,42.00
1786410976.690,1.414285659790039,42.00
1786410976.893,1.4078388214111328,42.00
1786410977.096,1.4070329666137695,42.00
1786410977.300,1.4078388214111328,43.00
1786410977.503,1.411062240600586,42.00
1786410977.705,1.4175091981887817,42.00
1786410977.908,1.4134798049926758,42.00
1786410978.111,1.411062240600586,42.00
1786410978.315,1.4118680953979492,42.00
1786410978.518,1.4134798049926758,42.00
1786410978.721,1.4013919830322266,42.00
1786410978.924,1.4118680953979492,42.00
1786410979.128,1.4078388214111328,42.00
1786410979.331,1.4094505310058594,42.00
1786410979.534,1.4118680953979492,42.00
1786410979.737,1.4070329666137695,42.00
1786410979.940,1.4175091981887817,42.00
1786410980.144,1.414285659790039,42.00
1786410980.347,1.4078388214111328,42.00
1786410980.551,1.411062240600586,42.00
1786410980.753,1.4126739501953125,42.00
1786410980.956,1.408644676208496,42.00
1786410981.159,1.405421257019043,42.00
1786410981.362,1.4078388214111328,42.00
1786410981.566,1.411062240600586,42.00
1786410981.769,1.408644676208496,42.00
1786410981.971,1.4102563858032227,42.00
1786410982.174,1.4167033433914185,42.00
1786410982.376,1.4094505310058594,42.00
1786410982.581,1.4134798049926758,42.00
1786410982.785,1.4102563858032227,42.00
1786410982.989,1.4094505310058594,42.00
1786410983.191,1.4102563858032227,42.00
1786410983.394,1.4070329666137695,42.00
1786410983.597,1.4070329666137695,42.00
1786410983.801,1.4134798049926758,42.00
1786410984.005,1.457802176475525,44.00
1786410984.208,1.47391939163208,44.00
1786410984.410,1.4642490148544312,44.00
1786410984.613,1.560146450996399,47.00
1786410984.816,1.8180220127105713,55.00
1786410985.019,1.9856411218643188,60.00
1786410985.222,2.0033700466156006,60.00
1786410985.424,2.0621979236602783,62.00
1786410985.628,2.0992674827575684,63.00
1786410985.831,2.1532599925994873,65.00
1786410986.034,2.178241729736328,66.00
1786410986.237,2.2306227684020996,67.00
1786410986.441,2.2362637519836426,67.00
1786410986.646,2.286227226257324,69.00
1786410986.850,2.2950916290283203,69.00
1786410987.053,2.307985305786133,69.00
1786410987.256,2.368424892425537,71.00
1786410987.460,2.385348081588745,72.00
1786410987.663,2.439340591430664,73.00
1786410987.867,2.4522345066070557,74.00
1786410988.071,2.5537729263305664,77.00
1786410988.274,2.7649083137512207,83.00
1786410988.478,2.95025634765625,89.00
1786410988.681,3.095311403274536,93.00
1786410988.885,3.299999952316284,100.00
1786410989.088,3.299999952316284,100.00
1786410989.291,3.299999952316284,100.00
1786410989.495,3.299999952316284,100.00
1786410989.699,3.299999952316284,100.00
1786410989.902,3.299999952316284,100.00
1786410990.105,3.299999952316284,100.00
1786410990.308,3.299999952316284,100.00
1786410990.512,3.299999952316284,100.00
1786410990.715,3.299999952316284,100.00
1786410990.918,3.299999952316284,100.00
1786410991.121,3.299999952316284,100.00
1786410991.324,3.299999952316284,100.00
1786410991.527,3.299999952316284,100.00
1786410991.730,3.299999952316284,100.00
1786410991.934,3.299999952316284,100.00
1786410992.136,3.299999952316284,100.00
1786410992.339,3.299999952316284,100.00
1786410992.543,3.299999952316284,100.00
1786410992.745,3.299999952316284,100.00
1786410992.948,3.299999952316284,100.00
1786410993.152,3.299999952316284,100.00
1786410993.355,3.299999952316284,100.00
1786410993.558,3.299999952316284,100.00
1786410993.761,3.299999952316284,100.00
1786410993.964,3.299999952316284,100.00
1786410994.167,3.299999952316284,100.00
1786410994.370,3.299999952316284,100.00
1786410994.573,3.299999952316284,100.00
1786410994.776,3.299999952316284,100.00
1786410994.978,3.299999952316284,100.00
1786410995.181,3.299999952316284,100.00
1786410995.385,3.299999952316284,100.00
1786410995.588,3.299999952316284,100.00
1786410995.791,3.299999952316284,100.00
1786410995.995,3.299999952316284,100.00
1786410996.197,3.299999952316284,100.00
1786410996.400,3.299999952316284,100.00
1786410996.603,3.299999952316284,100.00
1786410996.806,3.299999952316284,100.00
1786410997.010,3.114651918411255,94.00
1786410997.212,3.071941375732422,93.00
1786410997.416,3.0711355209350586,93.00
1786410997.618,2.9961905479431152,90.00
1786410997.821,2.978461503982544,90.00
1786410998.026,2.964761972427368,89.00
1786410998.230,2.9575090408325195,89.00
1786410998.433,2.8358242511749268,85.00
1786410998.636,2.7729671001434326,84.00
1786410998.838,2.7504029273986816,83.00
1786410999.041,2.654505491256714,80.00
1786410999.244,2.3829305171966553,72.00
1786410999.447,2.2991209030151367,69.00
1786410999.651,2.249157428741455,68.00
1786410999.853,2.2451281547546387,68.00
1786411000.055,2.2048351764678955,66.00
1786411000.258,1.923589825630188,62.00
1786411000.461,1.8180220127105713,56.00
1786411000.665,1.7898168563842773,55.00
1786411000.868,1.7914286851882935,54.00
1786411001.072,1.780146598815918,54.00
1786411001.275,1.767252802848816,53.00
1786411001.478,1.7777290344238281,53.00
1786411001.681,1.7326008081436157,53.00
1786411001.885,1.7108426094055176,52.00
1786411002.088,1.7172894477844238,51.00
1786411002.291,1.7003663778305054,51.00
1786411002.494,1.3619047403335571,47.00
1786411002.697,1.2369962930679321,39.00
1786411002.899,1.2369962930679321,37.00
1786411003.102,1.2369962930679321,37.00
1786411003.306,1.2241026163101196,37.00
1786411003.509,1.1918681859970093,37.00
1786411003.713,1.1862270832061768,36.00
1786411003.917,1.1789743900299072,35.00
1786411004.120,1.1741392612457275,35.00
1786411004.323,1.1290110349655151,34.00
1786411004.526,1.0186080932617188,27.00
1786411004.728,0.863882839679718,26.00
1786411004.932,0.863882839679718,26.00
1786411005.137,0.8654945492744446,26.00
1786411005.340,0.8066666722297668,24.00
1786411005.544,0.7518681287765503,23.00
1786411005.747,0.5028571486473083,21.00
1786411005.949,0.44241759181022644,15.00
1786411006.152,0.3956776559352875,13.00
1786411006.355,0.3537728786468506,11.00
1786411006.558,0.3183150291442871,10.00
1786411006.761,0.30219781398773193,9.00
1786411006.964,0.24417583644390106,7.00
1786411007.167,0.1934065967798233,5.00
1786411007.369,0.12732601165771484,3.00
1786411007.572,0.061245422810316086,2.00
1786411007.775,0.0,0.00
1786411007.978,0.0,0.00
1786411008.182,0.0,0.00
1786411008.385,0.0,0.00
1786411008.587,0.0,0.00
1786411008.790,0.0,0.00
1786411008.992,0.0,0.00
1786411009.195,0.0,0.00
1786411009.398,0.0,0.00
1786411009.601,0.0,0.00
1786411009.804,0.0,0.00
1786411010.006,0.0,0.00
1786411010.209,0.0,0.00
1786411010.412,0.0,0.00
1786411010.616,0.0,0.00
1786411010.820,0.0,0.00
1786411011.023,0.0,0.00
1786411011.225,0.0,0.00
1786411011.428,0.0,0.00
1786411011.632,0.0,0.00
1786411011.836,0.0,0.00
1786411012.039,0.0,0.00
1786411012.241,0.0,0.00
1786411012.444,0.0,0.00
1786411012.647,0.0,0.00
1786411012.850,0.0,0.00
1786411013.053,0.0,0.00
1786411013.255,0.0,0.00
1786411013.459,0.0,0.00
1786411013.661,0.0,0.00
